"","Plot.Identifier","Plant.Common.Name","Plant.Order","Plant.Family","Plant.Genus","Plant.Species","Insect.Common.Name","Insect.Order","Insect.Family","Insect.Genus","Insect.Species","Notes","iNat.Link","Second.iNat.link","Park.Name","Month","Year","Insect_ID","Plant_ID","Interaction.ID","Habitat.Type","Habitat.Category","Park.Type","subfamily","superfamily"
"168","QW-19","Caribbean Stylo","Fabales","Fabaceae","Stylosanthes","hamata","Brown-winged Striped Sweat Bee","Hymenoptera","Halictidae","Agapostemon","splendens","","","","Quiet Waters","July",2025,"Agapostemon splendens","Stylosanthes hamata","Stylosanthes hamata | Agapostemon splendens","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
"169","QW-19","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Ceraunus Blue","Lepidoptera","Lycaenidae","Hemiargus","ceraunus","","","","Quiet Waters","July",2025,"Hemiargus ceraunus","Spermacoce verticillata","Spermacoce verticillata | Hemiargus ceraunus","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"170","QW-19","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Poey's Furrow Bee ","Hymenoptera","Halictidae","Halictus","poeyi","","","","Quiet Waters","July",2025,"Halictus poeyi","Richardia grandiflora","Richardia grandiflora | Halictus poeyi","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
"171","QW-19","Trailing Daisy","Asterales","Asteraceae","Sphagneticola","trilobata","Poey's Furrow Bee ","Hymenoptera","Halictidae","Halictus","poeyi","","","","Quiet Waters","July",2025,"Halictus poeyi","Sphagneticola trilobata","Sphagneticola trilobata | Halictus poeyi","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
"172","QW-19","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Chrysanthrax cypris","Diptera","Bombyliidae","Chrysanthrax","cypris","","","","Quiet Waters","July",2025,"Chrysanthrax cypris","Phyla nodiflora","Phyla nodiflora | Chrysanthrax cypris","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"173","QW-20","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Stained-glass Moth","Lepidoptera","Crambidae","Samea","castellalis","","","","Quiet Waters","July",2025,"Samea castellalis","Spermacoce verticillata","Spermacoce verticillata | Samea castellalis","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"174","QW-20","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Quiet Waters","July",2025,"Syngamia florella","Spermacoce verticillata","Spermacoce verticillata | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"175","QW-20","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Quiet Waters","July",2025,"Apis mellifera","Richardia grandiflora","Richardia grandiflora | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
"176","QW-20","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Quiet Waters","July",2025,"Apis mellifera","Phyla nodiflora","Phyla nodiflora | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
"177","QW-20","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Quiet Waters","July",2025,"Syngamia florella","Phyla nodiflora","Phyla nodiflora | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"178","QW-20","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Chrysanthrax cypris","Diptera","Bombyliidae","Chrysanthrax","cypris","","","","Quiet Waters","July",2025,"Chrysanthrax cypris","Phyla nodiflora","Phyla nodiflora | Chrysanthrax cypris","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"179","QW-20","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Poey's Furrow Bee ","Hymenoptera","Halictidae","Halictus","poeyi","","","","Quiet Waters","July",2025,"Halictus poeyi","Phyla nodiflora","Phyla nodiflora | Halictus poeyi","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
"180","QW-20","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Quiet Waters","July",2025,"Apis mellifera","Spermacoce verticillata","Spermacoce verticillata | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
"181","QW-20","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","White Peacock","Lepidoptera","Nymphalidae","Anartia","jatrophae","","","","Quiet Waters","July",2025,"Anartia jatrophae","Phyla nodiflora","Phyla nodiflora | Anartia jatrophae","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"182","QW-20","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Poey's Furrow Bee ","Hymenoptera","Halictidae","Halictus","poeyi","","","","Quiet Waters","July",2025,"Halictus poeyi","Spermacoce verticillata","Spermacoce verticillata | Halictus poeyi","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
"183","QW-20","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Chrysanthrax cypris","Diptera","Bombyliidae","Chrysanthrax","cypris","","","","Quiet Waters","July",2025,"Chrysanthrax cypris","Spermacoce verticillata","Spermacoce verticillata | Chrysanthrax cypris","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"184","QW-20","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Fulvous Hairstreak","Lepidoptera","Lycaenidae","Electrostrymon","angelia","","","","Quiet Waters","July",2025,"Electrostrymon angelia","Phyla nodiflora","Phyla nodiflora | Electrostrymon angelia","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"185","QW-20","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Tropical Checkered-Skipper","Lepidoptera","Hesperiidae","Burnsius","oileus","","","","Quiet Waters","July",2025,"Burnsius oileus","Phyla nodiflora","Phyla nodiflora | Burnsius oileus","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"186","QW-20","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Dainty Sulphur","Lepidoptera","Pieridae","Nathalis","iole","","","","Quiet Waters","July",2025,"Nathalis iole","Spermacoce verticillata","Spermacoce verticillata | Nathalis iole","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"187","QW-20","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Dorantes Longtail","Lepidoptera","Hesperiidae","Cecropterus","dorantes","","","","Quiet Waters","July",2025,"Cecropterus dorantes","Richardia grandiflora","Richardia grandiflora | Cecropterus dorantes","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"188","QW-20","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Dorantes Longtail","Lepidoptera","Hesperiidae","Cecropterus","dorantes","","","","Quiet Waters","July",2025,"Cecropterus dorantes","Bidens alba","Bidens alba | Cecropterus dorantes","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"189","QW-20","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Dainty Sulphur","Lepidoptera","Pieridae","Nathalis","iole","","","","Quiet Waters","July",2025,"Nathalis iole","Phyla nodiflora","Phyla nodiflora | Nathalis iole","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"190","MT-11","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Military Trail","July",2025,"Apis mellifera","Spermacoce verticillata","Spermacoce verticillata | Apis mellifera","Disturbed Edge","Open Human Disturbed","Low human modification","","Apoidea"
"191","MT-12","Creeping Cucumber","Cucurbitales","Cucurbitaceae","Melothria","pendula","Zebra Longwing","Lepidoptera","Nymphalidae","Heliconius","charithonia","","","","Military Trail","July",2025,"Heliconius charithonia","Melothria pendula","Melothria pendula | Heliconius charithonia","Sand Pine Scrub","Scrub","Low human modification",NA,NA
"192","HS-10","Narrowleaf Silkgrass","Asterales","Asteraceae","Pityopsis","graminifolia","Poey's Furrow Bee ","Hymenoptera","Halictidae","Halictus","poeyi","","","","Highlands Scrub","July",2025,"Halictus poeyi","Pityopsis graminifolia","Pityopsis graminifolia | Halictus poeyi","Sand Pine Scrub","Scrub","Low human modification","","Apoidea"
"193","HS-10","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Dainty Sulphur","Lepidoptera","Pieridae","Nathalis","iole","","","","Highlands Scrub","July",2025,"Nathalis iole","Richardia grandiflora","Richardia grandiflora | Nathalis iole","Sand Pine Scrub","Scrub","Low human modification",NA,NA
"194","HS-10","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Chrysanthrax cypris","Diptera","Bombyliidae","Chrysanthrax","cypris","","","","Highlands Scrub","July",2025,"Chrysanthrax cypris","Spermacoce verticillata","Spermacoce verticillata | Chrysanthrax cypris","Sand Pine Scrub","Scrub","Low human modification",NA,NA
"195","HS-10","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Chrysanthrax cypris","Diptera","Bombyliidae","Chrysanthrax","cypris","","","","Highlands Scrub","July",2025,"Chrysanthrax cypris","Bidens alba","Bidens alba | Chrysanthrax cypris","Sand Pine Scrub","Scrub","Low human modification",NA,NA
"196","HS-10","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Highlands Scrub","July",2025,"Apis mellifera","Spermacoce verticillata","Spermacoce verticillata | Apis mellifera","Sand Pine Scrub","Scrub","Low human modification","","Apoidea"
"197","HS-11","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Manee's Nomia","Hymenoptera","Halictidae","Nomia","maneei","check id on iNat","https://www.inaturalist.org/observations/296360810","","Highlands Scrub","July",2025,"Nomia maneei","Spermacoce verticillata","Spermacoce verticillata | Nomia maneei","Sand Pine Scrub","Scrub","Low human modification","","Apoidea"
"198","HS-11","Trailing Daisy","Asterales","Asteraceae","Sphagneticola","trilobata","Gulf Fritillary","Lepidoptera","Nymphalidae","Dione ","vanillae","","","","Highlands Scrub","July",2025,"Dione  vanillae","Sphagneticola trilobata","Sphagneticola trilobata | Dione  vanillae","Sand Pine Scrub","Scrub","Low human modification",NA,NA
"199","HS-11","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Cassius Blue","Lepidoptera","Lycaenidae","Leptotes","cassius","","","","Highlands Scrub","July",2025,"Leptotes cassius","Spermacoce verticillata","Spermacoce verticillata | Leptotes cassius","Sand Pine Scrub","Scrub","Low human modification",NA,NA
"200","HS-11","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Chrysanthrax cypris","Diptera","Bombyliidae","Chrysanthrax","cypris","","","","Highlands Scrub","July",2025,"Chrysanthrax cypris","Spermacoce verticillata","Spermacoce verticillata | Chrysanthrax cypris","Sand Pine Scrub","Scrub","Low human modification",NA,NA
"201","MK-22","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Markham","July",2025,"Apis mellifera","Spermacoce verticillata","Spermacoce verticillata | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
"202","MK-22","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Markham","July",2025,"Syngamia florella","Spermacoce verticillata","Spermacoce verticillata | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"203","MK-22","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Markham","July",2025,"Apis mellifera","Phyla nodiflora","Phyla nodiflora | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
"204","MK-22","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Stained-glass Moth","Lepidoptera","Crambidae","Samea","castellalis","","","","Markham","July",2025,"Samea castellalis","Phyla nodiflora","Phyla nodiflora | Samea castellalis","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"205","MK-22","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Markham","July",2025,"Syngamia florella","Phyla nodiflora","Phyla nodiflora | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"206","MK-22","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Ceraunus Blue","Lepidoptera","Lycaenidae","Hemiargus","ceraunus","","","","Markham","July",2025,"Hemiargus ceraunus","Phyla nodiflora","Phyla nodiflora | Hemiargus ceraunus","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"207","MK-23","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Common Buckeye","Lepidoptera","ymphalidae","Junonia","coenia","","","","Markham","July",2025,"Junonia coenia","Richardia grandiflora","Richardia grandiflora | Junonia coenia","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"208","MK-23","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Barred Yellow","Lepidoptera","Pieridae","Eurema","daira","","","","Markham","July",2025,"Eurema daira","Phyla nodiflora","Phyla nodiflora | Eurema daira","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"209","MK-23","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Barred Yellow","Lepidoptera","Pieridae","Eurema","daira","","","","Markham","July",2025,"Eurema daira","Spermacoce verticillata","Spermacoce verticillata | Eurema daira","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"210","MK-23","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Common Buckeye","Lepidoptera","ymphalidae","Junonia","coenia","","","","Markham","July",2025,"Junonia coenia","Spermacoce verticillata","Spermacoce verticillata | Junonia coenia","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"211","MK-23","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Markham","July",2025,"Syngamia florella","Phyla nodiflora","Phyla nodiflora | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"212","MK-23","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Markham","July",2025,"Syngamia florella","Spermacoce verticillata","Spermacoce verticillata | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"213","MK-23","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Markham","July",2025,"Syngamia florella","Richardia grandiflora","Richardia grandiflora | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"214","MK-23","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Ceraunus Blue","Lepidoptera","Lycaenidae","Hemiargus","ceraunus","","","","Markham","July",2025,"Hemiargus ceraunus","Spermacoce verticillata","Spermacoce verticillata | Hemiargus ceraunus","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"215","MK-23","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Phaon Crescent ","Lepidoptera","Nymphalidae","Phyciodes","phaon","","","","Markham","July",2025,"Phyciodes phaon","Phyla nodiflora","Phyla nodiflora | Phyciodes phaon","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"216","MK-23","Showy Milkwort","Fabales","Polygalaceae","Asemeia","grandiflora","Phaon Crescent ","Lepidoptera","Nymphalidae","Phyciodes","phaon","","","","Markham","July",2025,"Phyciodes phaon","Asemeia grandiflora","Asemeia grandiflora | Phyciodes phaon","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"217","MK-23","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Exposed Bird Dropping Moth","Lepidoptera","Noctuidae","Tarache","aprica","","","","Markham","July",2025,"Tarache aprica","Phyla nodiflora","Phyla nodiflora | Tarache aprica","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"218","QW-21","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Quiet Waters","August",2025,"Apis mellifera","Phyla nodiflora","Phyla nodiflora | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
"219","QW-21","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Ceraunus Blue","Lepidoptera","Lycaenidae","Hemiargus","ceraunus","","","","Quiet Waters","August",2025,"Hemiargus ceraunus","Richardia grandiflora","Richardia grandiflora | Hemiargus ceraunus","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"220","QW-21","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Ceraunus Blue","Lepidoptera","Lycaenidae","Hemiargus","ceraunus","","","","Quiet Waters","August",2025,"Hemiargus ceraunus","Phyla nodiflora","Phyla nodiflora | Hemiargus ceraunus","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"221","QW-21","Creeping Indigo","Fabales","Fabaceae","Indigofera","spicata","Ceraunus Blue","Lepidoptera","Lycaenidae","Hemiargus","ceraunus","","","","Quiet Waters","August",2025,"Hemiargus ceraunus","Indigofera spicata","Indigofera spicata | Hemiargus ceraunus","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"222","QW-21","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Quiet Waters","August",2025,"Syngamia florella","Phyla nodiflora","Phyla nodiflora | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"223","QW-21","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Fiery Skipper","Lepidoptera","Hesperiidae","Hylephila","phyleus","","","","Quiet Waters","August",2025,"Hylephila phyleus","Phyla nodiflora","Phyla nodiflora | Hylephila phyleus","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"224","QW-21","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Poecilanthrax lucifer","Diptera","Bombyliidae","Poecilanthrax","lucifer ","","","","Quiet Waters","August",2025,"Poecilanthrax lucifer ","Phyla nodiflora","Phyla nodiflora | Poecilanthrax lucifer ","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"225","QW-21","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Complex Lasioglossum gemmatum","Hymenoptera","Halictidae","Lasioglossum","gemmatum","check id on iNat","https://www.inaturalist.org/observations/307184810","","Quiet Waters","August",2025,"Lasioglossum gemmatum","Phyla nodiflora","Phyla nodiflora | Lasioglossum gemmatum","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
"226","QW-22","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Barred Yellow","Lepidoptera","Pieridae","Eurema","daira","","","","Quiet Waters","August",2025,"Eurema daira","Phyla nodiflora","Phyla nodiflora | Eurema daira","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"227","QW-22","Common Fanpetals","Malvales","Malvaceae","Sida","ulmifolia","Barred Yellow","Lepidoptera","Pieridae","Eurema","daira","","","","Quiet Waters","August",2025,"Eurema daira","Sida ulmifolia","Sida ulmifolia | Eurema daira","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"228","QW-22","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Poecilanthrax lucifer","Diptera","Bombyliidae","Poecilanthrax","lucifer ","","","","Quiet Waters","August",2025,"Poecilanthrax lucifer ","Phyla nodiflora","Phyla nodiflora | Poecilanthrax lucifer ","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"229","QW-22","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Ceraunus Blue","Lepidoptera","Lycaenidae","Hemiargus","ceraunus","","","","Quiet Waters","August",2025,"Hemiargus ceraunus","Phyla nodiflora","Phyla nodiflora | Hemiargus ceraunus","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"230","QW-22","Caribbean Stylo","Fabales","Fabaceae","Stylosanthes","hamata","Barred Yellow","Lepidoptera","Pieridae","Eurema","daira","","","","Quiet Waters","August",2025,"Eurema daira","Stylosanthes hamata","Stylosanthes hamata | Eurema daira","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"231","QW-22","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Coffee-loving Pyrausta Moth","Lepidoptera","Crambidae","Pyrausta","tyralis","","","","Quiet Waters","August",2025,"Pyrausta tyralis","Phyla nodiflora","Phyla nodiflora | Pyrausta tyralis","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"232","QW-22","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Quiet Waters","August",2025,"Apis mellifera","Richardia grandiflora","Richardia grandiflora | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
"233","QW-22","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Barred Yellow","Lepidoptera","Pieridae","Eurema","daira","","","","Quiet Waters","August",2025,"Eurema daira","Richardia grandiflora","Richardia grandiflora | Eurema daira","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"234","QW-22","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Quiet Waters","August",2025,"Apis mellifera","Phyla nodiflora","Phyla nodiflora | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
"235","QW-22","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Mallow Scrub-Hairstreak","Lepidoptera","Lycaenidae","Strymon","istapa","","","","Quiet Waters","August",2025,"Strymon istapa","Phyla nodiflora","Phyla nodiflora | Strymon istapa","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"236","QW-22","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Chrysanthrax cypris","Diptera","Bombyliidae","Chrysanthrax","cypris","","","","Quiet Waters","August",2025,"Chrysanthrax cypris","Phyla nodiflora","Phyla nodiflora | Chrysanthrax cypris","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"237","QW-22","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Poey's Furrow Bee ","Hymenoptera","Halictidae","Halictus","poeyi","","","","Quiet Waters","August",2025,"Halictus poeyi","Phyla nodiflora","Phyla nodiflora | Halictus poeyi","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
"238","QW-22","Creeping Indigo","Fabales","Fabaceae","Indigofera","spicata","Ceraunus Blue","Lepidoptera","Lycaenidae","Hemiargus","ceraunus","","","","Quiet Waters","August",2025,"Hemiargus ceraunus","Indigofera spicata","Indigofera spicata | Hemiargus ceraunus","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"239","QW-22","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Complex Lasioglossum gemmatum","Hymenoptera","Halictidae","Lasioglossum","gemmatum","check id on iNat","https://www.inaturalist.org/observations/307184847","","Quiet Waters","August",2025,"Lasioglossum gemmatum","Richardia grandiflora","Richardia grandiflora | Lasioglossum gemmatum","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
"240","QW-22","Common Fanpetals","Malvales","Malvaceae","Sida","ulmifolia","Complex Lasioglossum gemmatum","Hymenoptera","Halictidae","Lasioglossum","gemmatum","check id on iNat","https://www.inaturalist.org/observations/307184847","","Quiet Waters","August",2025,"Lasioglossum gemmatum","Sida ulmifolia","Sida ulmifolia | Lasioglossum gemmatum","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
"241","QW-22","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Complex Lasioglossum gemmatum","Hymenoptera","Halictidae","Lasioglossum","gemmatum","check id on iNat","https://www.inaturalist.org/observations/307184847","","Quiet Waters","August",2025,"Lasioglossum gemmatum","Phyla nodiflora","Phyla nodiflora | Lasioglossum gemmatum","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
"242","QW-22","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Coffee-loving Pyrausta Moth","Lepidoptera","Crambidae","Pyrausta","tyralis","","","","Quiet Waters","August",2025,"Pyrausta tyralis","Richardia grandiflora","Richardia grandiflora | Pyrausta tyralis","Open Grassy","Open Human Disturbed","High human modification",NA,NA
"243","HK-14","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Julia Heliconian","Lepidoptera","Nymphalidae","Dryas","iulia","","","","Helene Klein","August",2025,"Dryas iulia","Bidens alba","Bidens alba | Dryas iulia","Pine Flatwoods","Flatwoods","Low human modification",NA,NA
"244","HK-14","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Helene Klein","August",2025,"Apis mellifera","Bidens alba","Bidens alba | Apis mellifera","Pine Flatwoods","Flatwoods","Low human modification","","Apoidea"
"245","HK-14","Firebush ","Gentianales","Rubiaceae","Hamelia","patens","Zebra Longwing","Lepidoptera","Nymphalidae","Heliconius","charithonia","","","","Helene Klein","August",2025,"Heliconius charithonia","Hamelia patens","Hamelia patens | Heliconius charithonia","Pine Flatwoods","Flatwoods","Low human modification",NA,NA
"246","HK-14","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Poey's Furrow Bee ","Hymenoptera","Halictidae","Halictus","poeyi","","","","Helene Klein","August",2025,"Halictus poeyi","Bidens alba","Bidens alba | Halictus poeyi","Pine Flatwoods","Flatwoods","Low human modification","","Apoidea"
"247","HK-14","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Chrysanthrax cypris","Diptera","Bombyliidae","Chrysanthrax","cypris","","","","Helene Klein","August",2025,"Chrysanthrax cypris","Bidens alba","Bidens alba | Chrysanthrax cypris","Pine Flatwoods","Flatwoods","Low human modification",NA,NA
"248","HK-14","Firebush ","Gentianales","Rubiaceae","Hamelia","patens","Gulf Fritillary","Lepidoptera","Nymphalidae","Dione ","vanillae","","","","Helene Klein","August",2025,"Dione  vanillae","Hamelia patens","Hamelia patens | Dione  vanillae","Pine Flatwoods","Flatwoods","Low human modification",NA,NA
"249","CB-17","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","CB Smith","August",2025,"Apis mellifera","Phyla nodiflora","Phyla nodiflora | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","","Apoidea"
