Plant.Common.Name,Plant.Order,Plant.Family,Plant.Genus,Plant.Species,Insect.Common.Name,Insect.Order,Insect.Family,Insect.Genus,Insect.Species,URL,Park.Name,Insect_ID,Plant_ID,Interaction.ID,Habitat.Type,Habitat.Category,Park.Type,subfamily,superfamily
Trailing Daisy,Asterales,Asteraceae,Sphagneticola,trilobata,Poey's Furrow Bee ,Hymenoptera,Halictidae,Halictus,poeyi,,Quiet Waters,Halictus poeyi,Sphagneticola trilobata,Sphagneticola trilobata | Halictus poeyi,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Chrysanthrax cypris,Diptera,Bombyliidae,Chrysanthrax,cypris,,Quiet Waters,Chrysanthrax cypris,Phyla nodiflora,Phyla nodiflora | Chrysanthrax cypris,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Stained-glass Moth,Lepidoptera,Crambidae,Samea,castellalis,,Quiet Waters,Samea castellalis,Spermacoce verticillata,Spermacoce verticillata | Samea castellalis,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,Quiet Waters,Syngamia florella,Spermacoce verticillata,Spermacoce verticillata | Syngamia florella,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Quiet Waters,Apis mellifera,Richardia grandiflora,Richardia grandiflora | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Quiet Waters,Apis mellifera,Phyla nodiflora,Phyla nodiflora | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,Quiet Waters,Syngamia florella,Phyla nodiflora,Phyla nodiflora | Syngamia florella,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Chrysanthrax cypris,Diptera,Bombyliidae,Chrysanthrax,cypris,,Quiet Waters,Chrysanthrax cypris,Phyla nodiflora,Phyla nodiflora | Chrysanthrax cypris,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Poey's Furrow Bee ,Hymenoptera,Halictidae,Halictus,poeyi,,Quiet Waters,Halictus poeyi,Phyla nodiflora,Phyla nodiflora | Halictus poeyi,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Quiet Waters,Apis mellifera,Spermacoce verticillata,Spermacoce verticillata | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,Quiet Waters,Anartia jatrophae,Phyla nodiflora,Phyla nodiflora | Anartia jatrophae,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Poey's Furrow Bee ,Hymenoptera,Halictidae,Halictus,poeyi,,Quiet Waters,Halictus poeyi,Spermacoce verticillata,Spermacoce verticillata | Halictus poeyi,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Chrysanthrax cypris,Diptera,Bombyliidae,Chrysanthrax,cypris,,Quiet Waters,Chrysanthrax cypris,Spermacoce verticillata,Spermacoce verticillata | Chrysanthrax cypris,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Fulvous Hairstreak,Lepidoptera,Lycaenidae,Electrostrymon,angelia,,Quiet Waters,Electrostrymon angelia,Phyla nodiflora,Phyla nodiflora | Electrostrymon angelia,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Tropical Checkered-Skipper,Lepidoptera,Hesperiidae,Burnsius,oileus,,Quiet Waters,Burnsius oileus,Phyla nodiflora,Phyla nodiflora | Burnsius oileus,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Dainty Sulphur,Lepidoptera,Pieridae,Nathalis,iole,,Quiet Waters,Nathalis iole,Spermacoce verticillata,Spermacoce verticillata | Nathalis iole,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Dorantes Longtail,Lepidoptera,Hesperiidae,Cecropterus,dorantes,,Quiet Waters,Cecropterus dorantes,Richardia grandiflora,Richardia grandiflora | Cecropterus dorantes,Open Grassy,Open Human Disturbed,High human modification,NA,NA
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Dorantes Longtail,Lepidoptera,Hesperiidae,Cecropterus,dorantes,,Quiet Waters,Cecropterus dorantes,Bidens alba,Bidens alba | Cecropterus dorantes,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Dainty Sulphur,Lepidoptera,Pieridae,Nathalis,iole,,Quiet Waters,Nathalis iole,Phyla nodiflora,Phyla nodiflora | Nathalis iole,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Military Trail,Apis mellifera,Spermacoce verticillata,Spermacoce verticillata | Apis mellifera,Disturbed Edge,Open Human Disturbed,Low human modification,,Apoidea
Creeping Cucumber,Cucurbitales,Cucurbitaceae,Melothria,pendula,Zebra Longwing,Lepidoptera,Nymphalidae,Heliconius,charithonia,,Military Trail,Heliconius charithonia,Melothria pendula,Melothria pendula | Heliconius charithonia,Sand Pine Scrub,Scrub,Low human modification,NA,NA
Narrowleaf Silkgrass,Asterales,Asteraceae,Pityopsis,graminifolia,Poey's Furrow Bee ,Hymenoptera,Halictidae,Halictus,poeyi,,Highlands Scrub,Halictus poeyi,Pityopsis graminifolia,Pityopsis graminifolia | Halictus poeyi,Sand Pine Scrub,Scrub,Low human modification,,Apoidea
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Dainty Sulphur,Lepidoptera,Pieridae,Nathalis,iole,,Highlands Scrub,Nathalis iole,Richardia grandiflora,Richardia grandiflora | Nathalis iole,Sand Pine Scrub,Scrub,Low human modification,NA,NA
Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Chrysanthrax cypris,Diptera,Bombyliidae,Chrysanthrax,cypris,,Highlands Scrub,Chrysanthrax cypris,Spermacoce verticillata,Spermacoce verticillata | Chrysanthrax cypris,Sand Pine Scrub,Scrub,Low human modification,NA,NA
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Chrysanthrax cypris,Diptera,Bombyliidae,Chrysanthrax,cypris,,Highlands Scrub,Chrysanthrax cypris,Bidens alba,Bidens alba | Chrysanthrax cypris,Sand Pine Scrub,Scrub,Low human modification,NA,NA
Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Highlands Scrub,Apis mellifera,Spermacoce verticillata,Spermacoce verticillata | Apis mellifera,Sand Pine Scrub,Scrub,Low human modification,,Apoidea
Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Manee's Nomia,Hymenoptera,Halictidae,Nomia,maneei,https://www.inaturalist.org/observations/296360810,Highlands Scrub,Nomia maneei,Spermacoce verticillata,Spermacoce verticillata | Nomia maneei,Sand Pine Scrub,Scrub,Low human modification,,Apoidea
Trailing Daisy,Asterales,Asteraceae,Sphagneticola,trilobata,Gulf Fritillary,Lepidoptera,Nymphalidae,Dione ,vanillae,,Highlands Scrub,Dione  vanillae,Sphagneticola trilobata,Sphagneticola trilobata | Dione  vanillae,Sand Pine Scrub,Scrub,Low human modification,NA,NA
Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Cassius Blue,Lepidoptera,Lycaenidae,Leptotes,cassius,,Highlands Scrub,Leptotes cassius,Spermacoce verticillata,Spermacoce verticillata | Leptotes cassius,Sand Pine Scrub,Scrub,Low human modification,NA,NA
Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Chrysanthrax cypris,Diptera,Bombyliidae,Chrysanthrax,cypris,,Highlands Scrub,Chrysanthrax cypris,Spermacoce verticillata,Spermacoce verticillata | Chrysanthrax cypris,Sand Pine Scrub,Scrub,Low human modification,NA,NA
Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Markham,Apis mellifera,Spermacoce verticillata,Spermacoce verticillata | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,Markham,Syngamia florella,Spermacoce verticillata,Spermacoce verticillata | Syngamia florella,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Markham,Apis mellifera,Phyla nodiflora,Phyla nodiflora | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Stained-glass Moth,Lepidoptera,Crambidae,Samea,castellalis,,Markham,Samea castellalis,Phyla nodiflora,Phyla nodiflora | Samea castellalis,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,Markham,Syngamia florella,Phyla nodiflora,Phyla nodiflora | Syngamia florella,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Ceraunus Blue,Lepidoptera,Lycaenidae,Hemiargus,ceraunus,,Markham,Hemiargus ceraunus,Phyla nodiflora,Phyla nodiflora | Hemiargus ceraunus,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Common Buckeye,Lepidoptera,ymphalidae,Junonia,coenia,,Markham,Junonia coenia,Richardia grandiflora,Richardia grandiflora | Junonia coenia,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,Markham,Eurema daira,Phyla nodiflora,Phyla nodiflora | Eurema daira,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,Markham,Eurema daira,Spermacoce verticillata,Spermacoce verticillata | Eurema daira,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Common Buckeye,Lepidoptera,ymphalidae,Junonia,coenia,,Markham,Junonia coenia,Spermacoce verticillata,Spermacoce verticillata | Junonia coenia,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,Markham,Syngamia florella,Phyla nodiflora,Phyla nodiflora | Syngamia florella,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,Markham,Syngamia florella,Spermacoce verticillata,Spermacoce verticillata | Syngamia florella,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,Markham,Syngamia florella,Richardia grandiflora,Richardia grandiflora | Syngamia florella,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Ceraunus Blue,Lepidoptera,Lycaenidae,Hemiargus,ceraunus,,Markham,Hemiargus ceraunus,Spermacoce verticillata,Spermacoce verticillata | Hemiargus ceraunus,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Phaon Crescent ,Lepidoptera,Nymphalidae,Phyciodes,phaon,,Markham,Phyciodes phaon,Phyla nodiflora,Phyla nodiflora | Phyciodes phaon,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Showy Milkwort,Fabales,Polygalaceae,Asemeia,grandiflora,Phaon Crescent ,Lepidoptera,Nymphalidae,Phyciodes,phaon,,Markham,Phyciodes phaon,Asemeia grandiflora,Asemeia grandiflora | Phyciodes phaon,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Exposed Bird Dropping Moth,Lepidoptera,Noctuidae,Tarache,aprica,,Markham,Tarache aprica,Phyla nodiflora,Phyla nodiflora | Tarache aprica,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Quiet Waters,Apis mellifera,Phyla nodiflora,Phyla nodiflora | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Ceraunus Blue,Lepidoptera,Lycaenidae,Hemiargus,ceraunus,,Quiet Waters,Hemiargus ceraunus,Richardia grandiflora,Richardia grandiflora | Hemiargus ceraunus,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Ceraunus Blue,Lepidoptera,Lycaenidae,Hemiargus,ceraunus,,Quiet Waters,Hemiargus ceraunus,Phyla nodiflora,Phyla nodiflora | Hemiargus ceraunus,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Creeping Indigo,Fabales,Fabaceae,Indigofera,spicata,Ceraunus Blue,Lepidoptera,Lycaenidae,Hemiargus,ceraunus,,Quiet Waters,Hemiargus ceraunus,Indigofera spicata,Indigofera spicata | Hemiargus ceraunus,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,Quiet Waters,Syngamia florella,Phyla nodiflora,Phyla nodiflora | Syngamia florella,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Fiery Skipper,Lepidoptera,Hesperiidae,Hylephila,phyleus,,Quiet Waters,Hylephila phyleus,Phyla nodiflora,Phyla nodiflora | Hylephila phyleus,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Poecilanthrax lucifer,Diptera,Bombyliidae,Poecilanthrax,lucifer ,,Quiet Waters,Poecilanthrax lucifer ,Phyla nodiflora,Phyla nodiflora | Poecilanthrax lucifer ,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Complex Lasioglossum gemmatum,Hymenoptera,Halictidae,Lasioglossum,gemmatum,https://www.inaturalist.org/observations/307184810,Quiet Waters,Lasioglossum gemmatum,Phyla nodiflora,Phyla nodiflora | Lasioglossum gemmatum,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,Quiet Waters,Eurema daira,Phyla nodiflora,Phyla nodiflora | Eurema daira,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Common Fanpetals,Malvales,Malvaceae,Sida,ulmifolia,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,Quiet Waters,Eurema daira,Sida ulmifolia,Sida ulmifolia | Eurema daira,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Poecilanthrax lucifer,Diptera,Bombyliidae,Poecilanthrax,lucifer ,,Quiet Waters,Poecilanthrax lucifer ,Phyla nodiflora,Phyla nodiflora | Poecilanthrax lucifer ,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Ceraunus Blue,Lepidoptera,Lycaenidae,Hemiargus,ceraunus,,Quiet Waters,Hemiargus ceraunus,Phyla nodiflora,Phyla nodiflora | Hemiargus ceraunus,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Caribbean Stylo,Fabales,Fabaceae,Stylosanthes,hamata,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,Quiet Waters,Eurema daira,Stylosanthes hamata,Stylosanthes hamata | Eurema daira,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Coffee-loving Pyrausta Moth,Lepidoptera,Crambidae,Pyrausta,tyralis,,Quiet Waters,Pyrausta tyralis,Phyla nodiflora,Phyla nodiflora | Pyrausta tyralis,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Quiet Waters,Apis mellifera,Richardia grandiflora,Richardia grandiflora | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,Quiet Waters,Eurema daira,Richardia grandiflora,Richardia grandiflora | Eurema daira,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Quiet Waters,Apis mellifera,Phyla nodiflora,Phyla nodiflora | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Mallow Scrub-Hairstreak,Lepidoptera,Lycaenidae,Strymon,istapa,,Quiet Waters,Strymon istapa,Phyla nodiflora,Phyla nodiflora | Strymon istapa,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Chrysanthrax cypris,Diptera,Bombyliidae,Chrysanthrax,cypris,,Quiet Waters,Chrysanthrax cypris,Phyla nodiflora,Phyla nodiflora | Chrysanthrax cypris,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Poey's Furrow Bee ,Hymenoptera,Halictidae,Halictus,poeyi,,Quiet Waters,Halictus poeyi,Phyla nodiflora,Phyla nodiflora | Halictus poeyi,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Creeping Indigo,Fabales,Fabaceae,Indigofera,spicata,Ceraunus Blue,Lepidoptera,Lycaenidae,Hemiargus,ceraunus,,Quiet Waters,Hemiargus ceraunus,Indigofera spicata,Indigofera spicata | Hemiargus ceraunus,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Complex Lasioglossum gemmatum,Hymenoptera,Halictidae,Lasioglossum,gemmatum,https://www.inaturalist.org/observations/307184847,Quiet Waters,Lasioglossum gemmatum,Richardia grandiflora,Richardia grandiflora | Lasioglossum gemmatum,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Common Fanpetals,Malvales,Malvaceae,Sida,ulmifolia,Complex Lasioglossum gemmatum,Hymenoptera,Halictidae,Lasioglossum,gemmatum,https://www.inaturalist.org/observations/307184847,Quiet Waters,Lasioglossum gemmatum,Sida ulmifolia,Sida ulmifolia | Lasioglossum gemmatum,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Complex Lasioglossum gemmatum,Hymenoptera,Halictidae,Lasioglossum,gemmatum,https://www.inaturalist.org/observations/307184847,Quiet Waters,Lasioglossum gemmatum,Phyla nodiflora,Phyla nodiflora | Lasioglossum gemmatum,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Coffee-loving Pyrausta Moth,Lepidoptera,Crambidae,Pyrausta,tyralis,,Quiet Waters,Pyrausta tyralis,Richardia grandiflora,Richardia grandiflora | Pyrausta tyralis,Open Grassy,Open Human Disturbed,High human modification,NA,NA
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Julia Heliconian,Lepidoptera,Nymphalidae,Dryas,iulia,,Helene Klein,Dryas iulia,Bidens alba,Bidens alba | Dryas iulia,Pine Flatwoods,Flatwoods,Low human modification,NA,NA
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Helene Klein,Apis mellifera,Bidens alba,Bidens alba | Apis mellifera,Pine Flatwoods,Flatwoods,Low human modification,,Apoidea
Firebush ,Gentianales,Rubiaceae,Hamelia,patens,Zebra Longwing,Lepidoptera,Nymphalidae,Heliconius,charithonia,,Helene Klein,Heliconius charithonia,Hamelia patens,Hamelia patens | Heliconius charithonia,Pine Flatwoods,Flatwoods,Low human modification,NA,NA
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Poey's Furrow Bee ,Hymenoptera,Halictidae,Halictus,poeyi,,Helene Klein,Halictus poeyi,Bidens alba,Bidens alba | Halictus poeyi,Pine Flatwoods,Flatwoods,Low human modification,,Apoidea
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Chrysanthrax cypris,Diptera,Bombyliidae,Chrysanthrax,cypris,,Helene Klein,Chrysanthrax cypris,Bidens alba,Bidens alba | Chrysanthrax cypris,Pine Flatwoods,Flatwoods,Low human modification,NA,NA
Firebush ,Gentianales,Rubiaceae,Hamelia,patens,Gulf Fritillary,Lepidoptera,Nymphalidae,Dione ,vanillae,,Helene Klein,Dione  vanillae,Hamelia patens,Hamelia patens | Dione  vanillae,Pine Flatwoods,Flatwoods,Low human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,CB Smith,Apis mellifera,Phyla nodiflora,Phyla nodiflora | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Poey's Furrow Bee ,Hymenoptera,Halictidae,Halictus,poeyi,,CB Smith,Halictus poeyi,Richardia grandiflora,Richardia grandiflora | Halictus poeyi,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Complex Lasioglossum gemmatum,Hymenoptera,Halictidae,Lasioglossum,gemmatum,https://www.inaturalist.org/observations/307184895,CB Smith,Lasioglossum gemmatum,Spermacoce verticillata,Spermacoce verticillata | Lasioglossum gemmatum,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Complex Lasioglossum gemmatum,Hymenoptera,Halictidae,Lasioglossum,gemmatum,https://www.inaturalist.org/observations/307184895,CB Smith,Lasioglossum gemmatum,Richardia grandiflora,Richardia grandiflora | Lasioglossum gemmatum,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Chrysanthrax cypris,Diptera,Bombyliidae,Chrysanthrax,cypris,,CB Smith,Chrysanthrax cypris,Phyla nodiflora,Phyla nodiflora | Chrysanthrax cypris,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Complex Lasioglossum gemmatum,Hymenoptera,Halictidae,Lasioglossum,gemmatum,https://www.inaturalist.org/observations/307184895,CB Smith,Lasioglossum gemmatum,Phyla nodiflora,Phyla nodiflora | Lasioglossum gemmatum,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Florida Small Carpenter ,Hymenoptera,Apidae,Ceratina,floridana,https://www.inaturalist.org/observations/307184898,CB Smith,Ceratina floridana,Richardia grandiflora,Richardia grandiflora | Ceratina floridana,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Florida Small Carpenter ,Hymenoptera,Apidae,Ceratina,floridana,https://www.inaturalist.org/observations/307184898,CB Smith,Ceratina floridana,Phyla nodiflora,Phyla nodiflora | Ceratina floridana,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Poey's Furrow Bee ,Hymenoptera,Halictidae,Halictus,poeyi,,CB Smith,Halictus poeyi,Phyla nodiflora,Phyla nodiflora | Halictus poeyi,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Fiery Skipper,Lepidoptera,Hesperiidae,Hylephila,phyleus,,CB Smith,Hylephila phyleus,Richardia grandiflora,Richardia grandiflora | Hylephila phyleus,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Fiery Skipper,Lepidoptera,Hesperiidae,Hylephila,phyleus,,CB Smith,Hylephila phyleus,Phyla nodiflora,Phyla nodiflora | Hylephila phyleus,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,CB Smith,Apis mellifera,Richardia grandiflora,Richardia grandiflora | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Poey's Furrow Bee ,Hymenoptera,Halictidae,Halictus,poeyi,,CB Smith,Halictus poeyi,Richardia grandiflora,Richardia grandiflora | Halictus poeyi,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
