Park Name,Plot Identifier,Date,Day,Month,Year,Start Time,End Time,Latitude,Longitude,Observer,Temperature,Wind Speed,Habitat Type,Cloud Cover,Notes,Percent Canopy Cover
Military Trail,MT-18,9/15/2025,15,September,2025,13:46:00,14:04:00,26.28703,-80.132,Marina,86,5,Sand Pine Scrub,Cloudy,,0.7
Long Key,LK-16,9/24/2025,24,September,2025,9:11:00,9:13:00,26.07439,-80.3242,Marina,80,4,Hammock,Mostly Cloudy,,0.9
Long Key,LK-17,9/24/2025,24,September,2025,9:35:00,10:06:00,26.07206,-80.3213,Marina,82,5,Open Grassy,Mostly Cloudy,disturbed,0
Long Key,LK-18,9/24/2025,24,September,2025,10:32:00,10:34:00,26.07858,-80.3264,Marina,83,5,Wetland,Cloudy,water's edge,0.9
Vista View,VV-21,9/24/2025,24,September,2025,11:31:00,12:11:00,26.06404,-80.3458,Marina,85,6,Open Grassy,Cloudy,,0
Vista View,VV-22,9/24/2025,24,September,2025,12:20:00,13:21:00,26.06463,-80.3441,Marina,85,5,Open Grassy,Cloudy,,0
Vista View,VV-23,9/24/2025,24,September,2025,13:41:00,14:21:00,26.07367,-80.3412,Marina,86,9,Open Grassy,Cloudy,water's edge,0
Vista View,VV-24,9/24/2025,24,September,2025,14:45:00,15:05:00,26.07067,-80.3437,Marina,85,8,Open Grassy,Cloudy,,0
Highlands Scrub,HS-16,9/25/2025,25,September,2025,9:10:00,9:48:00,26.28261,-80.1095,Marina/Levi,82,2,Sand Pine Scrub,Sunny,,0
Highlands Scrub,HS-17,9/25/2025,25,September,2025,10:10:00,11:06:00,26.28079,-80.109,Marina/Levi,84,3,Sand Pine Scrub,Sunny,,0
Highlands Scrub,HS-18,9/25/2025,25,September,2025,11:20:00,11:37:00,26.28088,-80.1082,Marina/Levi,86,4,Sand Pine Scrub,Partly Cloudy,,0
Quiet Waters,QW-25,9/25/2025,25,September,2025,12:50:00,13:07:00,26.31703,-80.1652,Marina,87,4,Open Grassy,Mostly Cloudy,,0
Quiet Waters,QW-26,9/25/2025,25,September,2025,13:28:00,13:38:00,26.31394,-80.158,Marina,88,5,Open Grassy,Mostly Cloudy,,0
Quiet Waters,QW-27,9/25/2025,25,September,2025,13:59:00,14:09:00,26.30839,-80.1544,Marina,88,5,Open Grassy,Cloudy,,0
Quiet Waters,QW-28,9/25/2025,25,September,2025,14:15:00,14:25:00,26.30951,-80.1538,Marina,87,5,Open Grassy,Cloudy,,0
Vista View,VV-25,10/12/2025,12,October,2025,9:19:00,9:29:00,26.06888,-80.3399,Marina/Levi,72,7,Open Grassy,Mostly Sunny,,0
Vista View,VV-26,10/12/2025,12,October,2025,9:45:00,9:45:00,26.07112,-80.3409,Marina/Levi,74,6,Open Grassy,Mostly Sunny,,0
Vista View,VV-27,10/12/2025,12,October,2025,10:03:00,10:19:00,26.06933,-80.3433,Marina/Levi,75,6,Open Grassy,Sunny,,0
Vista View,VV-28,10/12/2025,12,October,2025,10:30:00,10:43:00,26.06852,-80.3419,Marina/Levi,76,5,Open Grassy,Sunny,,0
Markham,MK-36,10/12/2025,12,October,2025,11:56:00,11:56:00,26.13064,-80.3624,Marina/Levi,80,5,Hammock,Sunny,in transition from hammock to australian pine forest,0.6
Markham,MK-37,10/12/2025,12,October,2025,12:20:00,12:20:00,26.12793,-80.3644,Marina/Levi,81,4,Hammock,Mostly Sunny,,0.7
Markham,MK-38,10/12/2025,12,October,2025,12:38:00,13:04:00,26.13489,-80.3579,Marina/Levi,82,3,Open Grassy,Partly Cloudy,,0.01
Markham,MK-39,10/12/2025,12,October,2025,13:24:00,13:42:00,26.12908,-80.3532,Marina/Levi,83,3,Open Grassy,Mostly Cloudy,,0
Markham,MK-40,10/12/2025,12,October,2025,13:51:00,14:10:00,26.13108,-80.3468,Marina/Levi,88,4,Open Grassy,Mostly Cloudy,,0
CB Smith,CB-25,10/16/2025,16,October,2025,9:22:00,9:32:00,26.01573,-80.3149,Marina,75,5,Open Grassy,Cloudy,,0
CB Smith,CB-26,10/16/2025,16,October,2025,9:50:00,10:21:00,26.0107,-80.3136,Marina,77,4,Open Grassy,Cloudy ,water's edge,0
CB Smith,CB-27,10/16/2025,16,October,2025,10:31:00,12:01:00,26.01133,-80.3127,Marina,78,6,Open Grassy,Cloudy,,0
CB Smith,CB-28,10/16/2025,16,October,2025,12:17:00,12:28:00,26.01399,-80.3185,Marina,83,7,Open Grassy,Cloudy,,0.01
Long Key,LK-19,10/16/2025,16,October,2025,13:37:00,13:47:00,26.07674,-80.3239,Marina,85,10,Open Grassy,Cloudy,walking path/hiking trail goes through the plot ,0.3
Long Key,LK-20,10/16/2025,16,October,2025,13:58:00,14:08:00,26.07701,-80.3272,Marina,85,10,Hammock,Cloudy,,0.9
Long Key,LK-21,10/16/2025,16,October,2025,14:19:00,14:21:00,26.078,-80.3269,Marina,84,10,Hammock,Cloudy,,0.8
Quiet Waters,QW-29,10/22/2025,22,October,2025,9:32:00,9:42:00,26.3065,-80.1559,Marina,78,8,Pine Flatwoods,Mostly Sunny,,0
Quiet Waters,QW-30,10/22/2025,22,October,2025,10:00:00,10:10:00,26.31032,-80.1538,Marina,80,7,Open Grassy,Mostly Sunny,,0
Quiet Waters,QW-31,10/22/2025,22,October,2025,10:19:00,10:29:00,26.31331,-80.1534,Marina,81,6,Open Grassy,Mostly Sunny,water's edge,0.01
Quiet Waters,QW-32,10/22/2025,22,October,2025,11:06:00,11:50:00,26.317,-80.1673,Marina,81,4,Open Grassy,Mostly Cloudy,water's edge,0
Helene Klein,HK-19,10/22/2025,22,October,2025,12:43:00,12:43:00,26.31819,-80.1893,Marina,87,7,Pine Flatwoods,Mostly Cloudy,"overgrown, dense understory, lots of Serenoa repens, ferns, and muscadine",0.9
Helene Klein,HK-20,10/22/2025,22,October,2025,12:59:00,13:12:00,26.31845,-80.1883,Marina,87,8,Pine Flatwoods,Mostly Cloudy,,0.6
Helene Klein,HK-21,10/22/2025,22,October,2025,13:27:00,13:38:00,26.31896,-80.1879,Marina,87,8,Pine Flatwoods,Mostly Cloudy,,0.4
Military Trail,MT-19,10/23/2025,23,October,2025,9:24:00,9:24:00,26.28631,-80.1337,Marina/Levi,79,5,Sand Pine Scrub,Sunny,,0.1
Military Trail,MT-20,10/23/2025,23,October,2025,9:31:00,9:41:00,26.28723,-80.1335,Marina/Levi,80,5,Sand Pine Scrub,Sunny,"slash pines, saw palmettos, cabbage palms, ferns, Smilax, and muscadine ",0.2
Military Trail,MT-21,10/23/2025,23,October,2025,9:58:00,10:13:00,26.28603,-80.1354,Marina/Levi,81,7,Scrubby Flatwoods,Sunny,degraded; lots of hardwood overgrowth ,0.01
Highlands Scrub,HS-19,10/23/2025,23,October,2025,10:44:00,11:17:00,26.28167,-80.1103,Marina/Levi,83,8,Sand Pine Scrub,Sunny,,0
Highlands Scrub,HS-20,10/23/2025,23,October,2025,11:31:00,11:31:00,26.28075,-80.1085,Marina/Levi,84,10,Sand Pine Scrub,Mostly Sunny,,0.7
Highlands Scrub,HS-21,10/23/2025,23,October,2025,11:49:00,12:04:00,26.2825,-80.1098,Marina/Levi,84,10,Sand Pine Scrub,Mostly Sunny,smilax and oak dominance ,0.3
Helene Klein,HK-22,11/5/2025,5,November,2025,8:32:00,8:32:00,26.31918,-80.1892,Marina,75,9,Pine Flatwoods,Cloudy,dense oak understory,0.9
Helene Klein,HK-23,11/5/2025,5,November,2025,8:39:00,8:40:00,26.31934,-80.1873,Marina,76,10,Pine Flatwoods,Cloudy,historically a cypress swamp fragment; now dried out with few cypresses,0.8
Helene Klein,HK-24,11/5/2025,5,November,2025,9:00:00,9:01:00,26.31814,-80.1868,Marina,77,10,Pine Flatwoods,Cloudy,,0.8
Military Trail,MT-22,11/5/2025,5,November,2025,10:11:00,10:21:00,26.28623,-80.1351,Marina,79,11,Scrubby Flatwoods,Cloudy,,0
Military Trail,MT-23,11/5/2025,5,November,2025,10:36:00,10:46:00,26.28596,-80.1335,Marina,80,11,Sand Pine Scrub,Cloudy,,0
Military Trail,MT-24,11/5/2025,5,November,2025,10:55:00,11:05:00,26.28692,-80.1336,Marina,80,11,Sand Pine Scrub,Cloudy,,0.3
CB Smith,CB-29,11/13/2025,13,November,2025,9:12:00,9:53:00,26.00961,-80.3142,Marina,67,10,Open Grassy,Mostly Cloudy,,0
CB Smith,CB-30,11/13/2025,13,November,2025,10:15:00,10:30:00,26.00975,-80.3134,Marina,70,10,Open Grassy,Cloudy,,0
CB Smith,CB-31,11/13/2025,13,November,2025,10:46:00,10:56:00,26.01449,-80.3192,Marina,71,10,Open Grassy,Cloudy,,0.01
CB Smith,CB-32,11/13/2025,13,November,2025,11:19:00,12:12:00,26.0185,-80.3157,Marina,73,9,Open Grassy,Partly Cloudy,,0.1
Vista View,VV-29,11/13/2025,13,November,2025,13:35:00,14:28:00,26.06921,-80.3406,Marina,77,7,Open Grassy,Partly Cloudy,,0
Vista View,VV-30,11/13/2025,13,November,2025,14:38:00,14:39:00,26.06635,-80.339,Marina,75,7,Open Grassy,Partly Cloudy,,0
Vista View,VV-31,11/13/2025,13,November,2025,14:59:00,15:13:00,26.07339,-80.3412,Marina,75,7,Open Grassy,Partly Cloudy,near water's edge,0
Vista View,VV-32,11/13/2025,13,November,2025,15:25:00,15:46:00,26.07428,-80.3388,Marina,75,7,Open Grassy,Mostly Cloudy,near water's edge,0
Markham,MK-41,11/19/2025,19,November,2025,8:43:00,8:53:00,26.1306,-80.3576,Marina,73,3,Open Grassy,Sunny,near water's edge,0.05
Markham,MK-42,11/19/2025,19,November,2025,9:23:00,9:35:00,26.12514,-80.3513,Marina,76,3,Open Grassy,Sunny,,0
Markham,MK-43,11/19/2025,19,November,2025,9:56:00,10:44:00,26.13245,-80.3458,Marina,78,4,Open Grassy,Sunny,,0.05
Markham,MK-44,11/19/2025,19,November,2025,10:57:00,10:58:00,26.13549,-80.3456,Marina,79,6,Australian Pine Forest,Mostly Sunny,near water's edge,0.8
Markham,MK-45,11/19/2025,19,November,2025,11:05:00,11:06:00,26.13776,-80.3453,Marina,82,7,Hammock,Mostly Sunny,,0.95
Long Key,LK-22,11/19/2025,19,November,2025,12:27:00,12:28:00,26.07148,-80.323,Marina,84,8,Hammock,Mostly Sunny,looks like a creek used to run through here,0.95
Long Key,LK-23,11/19/2025,19,November,2025,12:50:00,12:52:00,26.07209,-80.32,Marina,84,8,Hammock,Mostly Sunny,,0.5
Long Key,LK-24,11/19/2025,19,November,2025,13:12:00,13:29:00,26.07439,-80.322,Marina,84,8,Open Grassy,Mostly Sunny,disturbed; tall weedy plants dominate,0
Quiet Waters,QW-33,11/24/2025,24,November,2025,8:46:00,9:18:00,26.31547,-80.1616,Marina,74,4,Open Grassy,Sunny,road runs through some of the plot,0
Quiet Waters,QW-34,11/24/2025,24,November,2025,9:38:00,10:04:00,26.31453,-80.1617,Marina,77,5,Open Grassy,Sunny,,0.7
Quiet Waters,QW-35,11/24/2025,24,November,2025,10:23:00,10:55:00,26.31455,-80.1538,Marina,79,6,Open Grassy,Mostly Sunny,,0
Quiet Waters,QW-36,11/24/2025,24,November,2025,11:11:00,11:27:00,26.30933,-80.1565,Marina,81,6,Open Grassy,Partly Cloudy,near water and walking path,0.05
Highlands Scrub,HS-22,11/24/2025,24,November,2025,12:45:00,13:09:00,26.2809,-80.1091,Marina/Corey,81,9,Sand Pine Scrub,Mostly Cloudy,,0
Highlands Scrub,HS-23,11/24/2025,24,November,2025,13:23:00,13:35:00,26.28358,-80.1098,Marina/Corey,81,8,Sand Pine Scrub,Mostly Cloudy,most of the plot is a firebreak path in overgrowth area ,0.5
Highlands Scrub,HS-24,11/24/2025,24,November,2025,13:43:00,13:56:00,26.28422,-80.1092,Marina/Corey,81,8,Disturbed Edge,Cloudy,transition from sand pine scrub to walking path area; borders edge of park that transitions to urban area,0
Markham,MK-46,12/3/2025,3,December,2025,8:53:00,9:07:00,26.12929,-80.3609,Marina,73,6,Open Grassy,Partly Cloudy,near water's edge and next to a dog park,0
Markham,MK-47,12/3/2025,3,December,2025,9:17:00,9:53:00,26.12891,-80.3601,Marina,74,6,Open Grassy,Mostly Sunny,,0
Markham,MK-48,12/3/2025,3,December,2025,10:20:00,10:30:00,26.12881,-80.3513,Marina,76,6,Open Grassy,Mostly Sunny,"all vegetation is crunchy/dry, only a few intact flowers; near water's edge",0.1
Markham,MK-49,12/3/2025,3,December,2025,10:42:00,10:42:00,26.13183,-80.3458,Marina,77,6,Hammock,Partly Cloudy,,0.95
Markham,MK-50,12/3/2025,3,December,2025,11:02:00,11:02:00,26.13822,-80.3527,Marina,77,6,Hammock,Partly Cloudy,,0.96
CB Smith,CB-33,12/3/2025,3,December,2025,12:00:00,12:38:00,26.01419,-80.3136,Marina,79,5,Open Grassy,Partly Cloudy,,0
CB Smith,CB-34,12/3/2025,3,December,2025,12:51:00,13:15:00,26.0172,-80.3162,Marina,80,4,Open Grassy,Partly Cloudy,crunchy grass,0.05
CB Smith,CB-35,12/3/2025,3,December,2025,13:25:00,13:52:00,26.0181,-80.315,Marina,81,3,Open Grassy,Partly Cloudy,,0
CB Smith,CB-36,12/3/2025,3,December,2025,14:10:00,14:20:00,26.0098,-80.31997,Marina,82,4,Open Grassy,Partly Cloudy,,0
Vista View,VV-33,12/3/2025,3,December,2025,14:47:00,15:01:00,26.06852,-80.3394,Marina,81,4,Open Grassy,Mostly Sunny,,0
Vista View,VV-34,12/3/2025,3,December,2025,15:09:00,15:19:00,26.06707,-80.3413,Marina,81,4,Open Grassy,Mostly Sunny,,0
Vista View,VV-35,12/3/2025,3,December,2025,15:33:00,15:43:00,26.0645,-80.3499,Marina,82,4,Open Grassy,Sunny,looks freshly mowed,0
Vista View,VV-36,12/3/2025,3,December,2025,15:53:00,16:07:00,26.06563,-80.348,Marina,81,4,Open Grassy,Sunny,,0.05
Military Trail,MT-25,12/4/2025,4,December,2025,8:53:00,9:03:00,26.28686,-80.1344,Marina,72,4,Oak Dominated Scrub,Mostly Sunny,recent prescribed burn,0
Military Trail,MT-26,12/4/2025,4,December,2025,9:17:00,9:27:00,26.28625,-80.1336,Marina,73,4,Sand Pine Scrub,Mostly Sunny,,0
Military Trail,MT-27,12/4/2025,4,December,2025,9:41:00,10:01:00,26.28748,-80.1337,Marina,75,4,Disturbed Edge,Mostly Sunny,transition from sand pine scrub to housing ,0.6
Helene Klein,HK-25,12/4/2025,4,December,2025,10:43:00,11:00:00,26.31846,-80.1878,Marina,78,4,Pine Flatwoods,Mostly Cloudy,bordered by paved (cement) walking path,0.6
Helene Klein,HK-26,12/4/2025,4,December,2025,11:12:00,11:22:00,26.31834,-80.1881,Marina,79,5,Pine Flatwoods,Mostly Cloudy,bordered by paved (cement) walking path,0.4
Helene Klein,HK-27,12/4/2025,4,December,2025,11:36:00,11:46:00,26.31878,-80.1879,Marina,80,6,Pine Flatwoods,Mostly Sunny,,0.4
Quiet Waters,QW-37,12/4/2025,4,December,2025,12:32:00,12:52:00,26.3076,-80.1554,Marina,81,7,Open Grassy,Mostly Cloudy,,0
Quiet Waters,QW-38,12/4/2025,4,December,2025,13:15:00,13:47:00,26.31312,-80.1608,Marina,81,7,Open Grassy,Cloudy,,0.3
Quiet Waters,QW-39,12/4/2025,4,December,2025,14:05:00,14:21:00,26.31727,-80.167,Marina,81,7,Open Grassy,Cloudy,,0.05
Quiet Waters,QW-40,12/4/2025,4,December,2025,15:34:00,15:56:00,26.31465,-80.1603,Marina,80,6,Open Grassy,Cloudy,,0
Long Key,LK-25,12/28/2025,28,December,2025,9:48:00,9:48:00,26.07353,-80.3261,Marina/Luis,70,4,Hammock,Sunny,,0.3
Long Key,LK-26,12/28/2025,28,December,2025,10:19:00,10:40:00,26.07219,-80.3182,Marina/Luis,73,3,Open Grassy,Sunny,,0
Long Key,LK-27,12/28/2025,28,December,2025,10:53:00,10:53:00,26.07212,-80.319,Marina/Luis,75,3,Hammock,Sunny,,0.9
Highlands Scrub,HS-25,12/28/2025,28,December,2025,12:21:00,12:21:00,26.28315,-80.1098,Marina/Luis,78,3,Sand Pine Scrub,Sunny,,0.5
Highlands Scrub,HS-26,12/28/2025,28,December,2025,12:40:00,13:03:00,26.28427,-80.1092,Marina/Luis,78,3,Disturbed Edge,Mostly Sunny,transition from sand pine scrub to walking path area; borders edge of park that transitions to urban area,0
Highlands Scrub,HS-27,12/28/2025,28,December,2025,13:13:00,13:23:00,26.2847,-80.1105,Marina/Luis,79,4,Sand Pine Scrub,Mostly Sunny,bordering (near) walking path ,0.05
Vista View,VV-37,1/19/2026,19,January,2026,9:09:00,9:19:00,26.06581,-80.3501,Marina,50,11,Open Grassy,Mostly Sunny,,0
Vista View,VV-38,1/19/2026,19,January,2026,10:03:00,10:13:00,26.06998,-80.3425,Marina,53,11,Open Grassy,Mostly Sunny,,0
Vista View,VV-39,1/19/2026,19,January,2026,10:32:00,10:42:00,26.0671,-80.339,Marina,55,12,Open Grassy,Mostly Sunny,concrete walking path cutting through corner of plot,0.5
Vista View,VV-40,1/19/2026,19,January,2026,10:51:00,11:01:00,26.06444,-80.3387,Marina,56,11,Open Grassy,Mostly Sunny,,0
Markham,MK-51,1/19/2026,19,January,2026,12:14:00,12:36:00,26.12542,-80.3538,Marina,62,9,Open Grassy,Mostly Sunny,,0
Markham,MK-52,1/19/2026,19,January,2026,12:47:00,12:57:00,26.12575,-80.3512,Marina,64,9,Open Grassy,Partly Cloudy,,0
Markham,MK-53,1/19/2026,19,January,2026,13:15:00,13:25:00,26.13637,-80.3458,Marina,65,9,Australian Pine Forest,Mostly Sunny,near water's edge,0.8
Markham,MK-54,1/19/2026,19,January,2026,13:32:00,13:32:00,26.1377,-80.3444,Marina,66,9,Hammock,Partly Cloudy,,0.95
Markham,MK-55,1/19/2026,19,January,2026,13:55:00,14:05:00,26.13444,-80.3595,Marina,66,9,Open Grassy,Partly Cloudy,near water's edge and a campground,0
CB Smith,CB-37,1/19/2026,19,January,2026,14:38:00,14:55:00,26.0148,-80.315,Marina,68,9,Open Grassy,Mostly Cloudy,,0.05
CB Smith,CB-38,1/19/2026,19,January,2026,15:05:00,15:15:00,26.01857,-80.3157,Marina,69,8,Open Grassy,Cloudy,near water's edge,0.4
CB Smith,CB-39,1/19/2026,19,January,2026,15:20:00,15:38:00,26.01864,-80.3153,Marina,69,8,Open Grassy,Mostly Cloudy,near water's edge,0
CB Smith,CB-40,1/19/2026,19,January,2026,15:51:00,16:01:00,26.00896,-80.3157,Marina,68,8,Open Grassy,Cloudy,near a lake,0
Quiet Waters,QW-41,1/21/2026,21,January,2026,9:09:00,9:19:00,26.31457,-80.1541,Marina,69,18,Open Grassy,Cloudy,,0
Quiet Waters,QW-42,1/21/2026,21,January,2026,9:30:00,9:40:00,26.31272,-80.1584,Marina,70,18,Open Grassy,Cloudy,,0.1
Quiet Waters,QW-43,1/21/2026,21,January,2026,10:01:00,10:38:00,26.30739,-80.1561,Marina,70,18,Open Grassy,Cloudy,,0
Quiet Waters,QW-44,1/21/2026,21,January,2026,10:45:00,10:55:00,26.30684,-80.155,Marina,71,16,Pine Flatwoods,Cloudy,,0.7
Helene Klein,HK-28,1/21/2026,21,January,2026,11:52:00,11:52:00,26.31812,-80.1889,Marina,72,14,Pine Flatwoods,Cloudy,,0.4
Helene Klein,HK-29,1/21/2026,21,January,2026,12:05:00,12:15:00,26.31843,-80.1881,Marina,72,14,Pine Flatwoods,Cloudy,,0.4
Helene Klein,HK-30,1/21/2026,21,January,2026,12:23:00,12:23:00,26.31926,-80.1892,Marina,72,14,Pine Flatwoods,Cloudy,,0.6
Military Trail,MT-28,1/21/2026,21,January,2026,13:00:00,13:29:00,26.28615,-80.1357,Marina,72,13,Scrubby Flatwoods,Cloudy,near a walking path,0
Military Trail,MT-29,1/21/2026,21,January,2026,13:43:00,13:43:00,26.28604,-80.1326,Marina,72,13,Sand Pine Scrub,Cloudy,,0.95
Military Trail,MT-30,1/21/2026,21,January,2026,13:59:00,14:09:00,26.28668,-80.1343,Marina,72,13,Oak Dominated Scrub,Cloudy,near a walking path,0.2
Highlands Scrub,HS-28,1/27/2026,27,January,2026,9:05:00,9:15:00,26.28289,-80.109,Marina/Mario,53,13,Sand Pine Scrub,Sunny,bordering (near) walking path ,0
Highlands Scrub,HS-29,1/27/2026,27,January,2026,9:37:00,9:47:00,26.28356,-80.1094,Marina/Mario,56,14,Sand Pine Scrub,Sunny,,0.7
Highlands Scrub,HS-30,1/27/2026,27,January,2026,10:08:00,10:25:00,26.28115,-80.1116,Marina/Mario,58,14,Sand Pine Scrub,Mostly Sunny,,0
Long Key,LK-28,1/27/2026,27,January,2026,11:54:00,12:04:00,26.07175,-80.3214,Marina,62,15,Disturbed Edge,Sunny,disturbed fragment transitioning to hammock,0.2
Long Key,LK-29,1/27/2026,27,January,2026,12:19:00,12:19:00,26.07437,-80.3213,Marina,64,15,Hammock,Sunny,,0.7
Long Key,LK-30,1/27/2026,27,January,2026,12:56:00,12:56:00,26.07833,-80.3257,Marina,65,14,Wetland,Sunny,,0.75
CB Smith,CB-41,2/11/2026,11,February,2026,8:59:00,9:09:00,26.01369,-80.315,Marina,65,2,Open Grassy,Sunny,,0
CB Smith,CB-42,2/11/2026,11,February,2026,9:26:00,9:40:00,26.01054,-80.3153,Marina,69,2,Open Grassy,Sunny,near water's edge,0.05
CB Smith,CB-43,2/11/2026,11,February,2026,9:55:00,10:05:00,26.00967,-80.3181,Marina,72,2,Open Grassy,Sunny,"brown, dy, and crunchy; used to be a field full of flowers but they all died during a freeze the week prior",0
CB Smith,CB-44,2/11/2026,11,February,2026,10:24:00,10:34:00,26.01384,-80.3199,Marina,73,3,Open Grassy,Sunny,,0.05
Markham,MK-56,2/11/2026,11,February,2026,11:24:00,11:24:00,26.1331,-80.358,Marina,75,3,Australian Pine Forest,Mostly Cloudy,,0.6
Markham,MK-57,2/11/2026,11,February,2026,11:42:00,11:42:00,26.12812,-80.3537,Marina,75,3,Open Grassy,Mostly Cloudy,,0
Markham,MK-58,2/11/2026,11,February,2026,11:51:00,12:10:00,26.12748,-80.3555,Marina,76,3,Open Grassy,Mostly Cloudy,near water's edge,0
Markham,MK-59,2/11/2026,11,February,2026,12:30:00,12:30:00,26.13188,-80.3451,Marina,77,4,Hammock,Mostly Cloudy,,0.8
Markham,MK-60,2/11/2026,11,February,2026,12:51:00,13:01:00,26.12656,-80.3569,Marina,78,4,Open Grassy,Cloudy,shaded by one big live oal,0.6
Vista View,VV-41,2/11/2026,11,February,2026,13:41:00,13:51:00,26.06392,-80.3392,Marina,79,3,Open Grassy,Mostly Cloudy,,0
Vista View,VV-42,2/11/2026,11,February,2026,14:00:00,14:10:00,26.0659,-80.3421,Marina,79,3,Open Grassy,Cloudy,,0
Vista View,VV-43,2/11/2026,11,February,2026,14:19:00,14:46:00,26.06581,-80.3479,Marina,79,2,Open Grassy,Cloudy,,0.05
Vista View,VV-44,2/11/2026,11,February,2026,15:07:00,15:25:00,26.06947,-80.3419,Marina,79,2,Open Grassy,Cloudy,,0
Quiet Waters,QW-45,2/19/2026,19,February,2026,9:06:00,9:16:00,26.30894,-80.1588,Marina/Mario,75,5,Open Grassy,Mostly Sunny,near water's edge,0.05
Quiet Waters,QW-46,2/19/2026,19,February,2026,9:46:00,10:32:00,26.31224,-80.1541,Marina/Mario,78,6,Open Grassy,Mostly Sunny,,0
Quiet Waters,QW-47,2/19/2026,19,February,2026,10:44:00,10:55:00,26.312,-80.1606,Marina/Mario,80,6,Open Grassy,Mostly Sunny,,0
Quiet Waters,QW-48,2/19/2026,19,February,2026,11:07:00,11:26:00,26.312,-80.157,Marina/Mario,80,6,Pine Flatwoods,Partly Cloudy,,0
Highlands Scrub,HS-31,2/19/2026,19,February,2026,12:48:00,12:58:00,26.28123,-80.1094,Marina/Mario,81,8,Sand Pine Scrub,Mostly Cloudy,,0
Highlands Scrub,HS-32,2/19/2026,19,February,2026,13:17:00,13:27:00,26.2813,-80.1079,Marina/Mario,81,9,Sand Pine Scrub,Mostly Cloudy,,0.05
Highlands Scrub,HS-33,2/19/2026,19,February,2026,13:52:00,13:52:00,26.28493,-80.1102,Marina/Mario,81,10,Sand Pine Scrub,Cloudy,,0
Military Trail,MT-31,2/19/2026,19,February,2026,14:25:00,14:35:00,26.28717,-80.1351,Marina/Mario,81,10,Oak Dominated Scrub,Cloudy,,0.2
Military Trail,MT-32,2/19/2026,19,February,2026,14:52:00,14:52:00,26.28664,-80.1334,Marina/Mario,81,10,Sand Pine Scrub,Mostly Cloudy,,0.9
Military Trail,MT-33,2/19/2026,19,February,2026,14:59:00,15:09:00,26.28599,-80.1349,Marina/Mario,80,10,Scrubby Flatwoods,Mostly Cloudy,,0
Helene Klein,HK-31,2/20/2026,20,February,2026,9:08:00,9:08:00,26.31816,-80.189,Marina,76,5,Pine Flatwoods,Sunny,,0.5
Helene Klein,HK-32,2/20/2026,20,February,2026,9:25:00,9:25:00,26.3191,-80.1886,Marina,77,5,Pine Flatwoods,Sunny,,0.8
Helene Klein,HK-33,2/20/2026,20,February,2026,9:47:00,9:57:00,26.31787,-80.1872,Marina,78,5,Pine Flatwoods,Sunny,,0.6
Long Key,LK-31,2/20/2026,20,February,2026,11:34:00,11:34:00,26.07383,-80.3225,Marina,82,6,Hammock,Mostly Sunny,near water's edge,0.6
Long Key,LK-32,2/20/2026,20,February,2026,11:55:00,11:55:00,26.07209,-80.321,Marina,83,6,Open Grassy,Mostly Cloudy,,0
Long Key,LK-33,2/20/2026,20,February,2026,12:29:00,12:29:00,26.07763,-80.3248,Marina,83,5,Wetland,Cloudy,near water's edge,0.4
Quiet Waters,QW-49,3/10/2026,10,March,2026,9:35:00,10:00:00,26.31242,-80.1556,Marina/Levi,78,6,Open Grassy,Sunny,,0
Quiet Waters,QW-50,3/10/2026,10,March,2026,10:10:00,10:27:00,26.31077,-80.1539,Marina/Levi,79,6,Open Grassy,Sunny,,0
Quiet Waters,QW-51,3/10/2026,10,March,2026,10:39:00,10:39:00,26.31181,-80.1582,Marina/Levi,80,7,Ephemeral Wetland,Mostly Sunny,,0.9
Quiet Waters,QW-52,3/10/2026,10,March,2026,10:50:00,11:00:00,26.31435,-80.1592,Marina/Levi,80,8,Open Grassy,Partly Cloudy,,0
Military Trail,MT-34,3/10/2026,10,March,2026,11:47:00,12:00:00,26.28621,-80.1356,Marina/Levi,82,9,Scrubby Flatwoods,Partly Cloudy,,0
Military Trail,MT-35,3/10/2026,10,March,2026,12:06:00,12:29:00,26.28738,-80.1354,Marina/Levi,80,9,Oak Dominated Scrub,Partly Cloudy,,0
Military Trail,MT-36,3/10/2026,10,March,2026,12:35:00,12:45:00,26.28728,-80.135,Marina/Levi,83,10,Oak Dominated Scrub,Mostly Cloudy,,0
Highlands Scrub,HS-34,3/10/2026,10,March,2026,13:17:00,13:27:00,26.28487,-80.1097,Marina/Levi,83,10,Disturbed Edge,Mostly Cloudy,,0
Highlands Scrub,HS-35,3/10/2026,10,March,2026,13:35:00,13:35:00,26.28399,-80.1106,Marina/Levi,84,10,Sand Pine Scrub,Mostly Cloudy,,0.5
Highlands Scrub,HS-36,3/10/2026,10,March,2026,13:41:00,13:51:00,26.28205,-80.111,Marina/Levi,84,10,Sand Pine Scrub,Partly Cloudy,,0
Long Key,LK-34,3/11/2026,11,March,2026,9:34:00,9:44:00,26.07167,-80.3191,Marina,80,8,Hammock,Sunny,,0.5
Long Key,LK-35,3/11/2026,11,March,2026,9:51:00,9:51:00,26.07201,-80.3189,Marina,80,8,Open Grassy,Sunny,recently mowed,0
Long Key,LK-36,3/11/2026,11,March,2026,10:20:00,10:30:00,26.0768,-80.329,Marina,82,9,Wetland,Sunny,near water's edge,0.4
